Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,Cleaned_Review,Slang_Replaced,Stopwords_Removed,Stemming
Movies and Music,Joyo JCP-01 Capo Gitar Akustik dan Elektrik - Cokelat Kayu,Kota Tangerang Selatan,44999,4.9,2758,1476,4,"Dari segi estetik bagus banget, tapi cengkramannya kurang, jadi kalo di pake kadang suaranya geter, meskipun bisa dipake.. Dengan harga segitu, sangat worth it apalagi designnya yang elegant..",Positive,Happy,dari segi estetik bagus banget tapi cengkramannya kurang jadi kalo di pake kadang suaranya geter meskipun bisa dipake dengan harga segitu sangat worth it apalagi designnya yang elegant,dari segi estetik bagus banget tapi cengkramannya kurang jadi kalo di pakai kadang suaranya geter meskipun bisa dipakai dengan harga segitu sangat worth itu apalagi designnya yang elegant,segi estetik bagus banget cengkramannya kurang jadi kalo pakai kadang suaranya geter dipakai harga segitu worth designnya elegant,segi estetik bagus banget cengkramannya kurang jadi kalo pakai kadang suara geter pakai harga segitu worth designnya elegant
Movies and Music,Suling YAMAHA YRS-23 Original / Seruling Yamaha,Jakarta Barat,29490,4.9,8598,1289,5,Terima kasih telah menjual Seruling Yamaha Ori dan barang cepat tiba dalam keadaan baik.,Positive,Happy,terima kasih telah menjual seruling yamaha ori dan barang cepat tiba dalam keadaan baik,terima kasih telah menjual seruling yamaha orisinal dan barang cepat tiba dalam keadaan baik,terima kasih menjual seruling yamaha orisinal barang cepat tiba keadaan baik,terima kasih jual seruling yamaha orisinal barang cepat tiba ada baik
Movies and Music,Suling YAMAHA YRS-23 Original / Seruling Yamaha,Jakarta Barat,29490,4.9,8598,1289,5,"bagus produknya, fast delivery. thank you seller ^^",Positive,Happy,bagus produknya fast delivery thank you seller,bagus produknya fast delivery thank you seller,bagus produknya fast delivery thank you seller,bagus produk fast delivery thank you seller
Movies and Music,Suling YAMAHA YRS-23 Original / Seruling Yamaha,Jakarta Barat,29490,4.9,8598,1289,5,"respon cepat, kiriman cepat, barang sesuai, recommended seller",Positive,Love,respon cepat kiriman cepat barang sesuai recommended seller,respon cepat kiriman cepat barang sesuai recommended seller,respon cepat kiriman cepat barang sesuai recommended seller,respon cepat kirim cepat barang sesuai recommended seller
Movies and Music,Suling YAMAHA YRS-23 Original / Seruling Yamaha,Jakarta Barat,29490,4.9,8598,1289,4,barangggggg okkkkk,Positive,Happy,barang ok,barang ok,barang ok,barang ok
Movies and Music,Suling YAMAHA YRS-23 Original / Seruling Yamaha,Jakarta Barat,29490,4.9,8598,1289,4,"pesanan sudah diterima bagus dan sesuai , thxxxxxxxxxxxxxxxxxxxxxxxxx",Positive,Happy,pesanan sudah diterima bagus dan sesuai thx,pesanan sudah diterima bagus dan sesuai thx,pesanan diterima bagus sesuai thx,pesan terima bagus sesuai thx
Movies and Music,Suling YAMAHA YRS-23 Original / Seruling Yamaha,Jakarta Barat,29490,4.9,8598,1289,4,"Pengiriman cepat, datang sesuai pesanan dan dibungkus dengan rapi. Terima kasih y barang sdh diterima dgn baik.",Positive,Happy,pengiriman cepat datang sesuai pesanan dan dibungkus dengan rapi terima kasih  barang sdh diterima dgn baik,pengiriman cepat datang sesuai pesanan dan dibungkus dengan rapi terima kasih barang sudah diterima dengan baik,pengiriman cepat datang sesuai pesanan dibungkus rapi terima kasih barang diterima baik,kirim cepat datang sesuai pesan bungkus rapi terima kasih barang terima baik
Movies and Music,Selang Pianika Yamaha,Jakarta Barat,10000,4.8,2461,429,5,"bahannya bagus, seler ramah",Positive,Happy,bahannya bagus seler ramah,bahannya bagus seler ramah,bahannya bagus seler ramah,bahan bagus seler ramah
Movies and Music,Selang Pianika Yamaha,Jakarta Barat,10000,4.8,2461,429,5,"barang berfungsi dgn baik, pengiriman super cepat",Positive,Happy,barang berfungsi dgn baik pengiriman super cepat,barang berfungsi dengan baik pengiriman super cepat,barang berfungsi baik pengiriman super cepat,barang fungsi baik kirim super cepat
Movies and Music,Selang Pianika Yamaha,Jakarta Barat,10000,4.8,2461,429,5,"trima kasih, respon cepat, barang sampai dgn selamat ??",Positive,Happy,trima kasih respon cepat barang sampai dgn selamat,terima kasih respon cepat barang sampai dengan selamat,terima kasih respon cepat barang selamat,terima kasih respon cepat barang selamat
Movies and Music,Selang Pianika Yamaha,Jakarta Barat,10000,4.8,2461,429,4,Barang berfungsi baik semoga awet,Positive,Happy,barang berfungsi baik semoga awet,barang berfungsi baik semoga awet,barang berfungsi baik semoga awet,barang fungsi baik moga awet
Movies and Music,Selang Pianika Yamaha,Jakarta Barat,10000,4.8,2461,429,4,"Sesuai pesanan, tidak ada yg rusak",Positive,Happy,sesuai pesanan tidak ada yg rusak,sesuai pesanan tidak ada yang rusak,sesuai pesanan rusak,sesuai pesan rusak
Movies and Music,Selang Pianika Yamaha,Jakarta Barat,10000,4.8,2461,429,4,Pengiriman barang cepat dan kualitas mantap sesuai dengan harga .,Positive,Happy,pengiriman barang cepat dan kualitas mantap sesuai dengan harga,pengiriman barang cepat dan kualitas mantap sesuai dengan harga,pengiriman barang cepat kualitas mantap sesuai harga,kirim barang cepat kualitas mantap sesuai harga
Movies and Music,Cover keyboard yamaha black parasut anti debu/tutup keyboard - L,Kab. Tangerang,44000,4.8,395,227,5,Bagus dan rapi. Pengiriman juga cepat.,Positive,Happy,bagus dan rapi pengiriman juga cepat,bagus dan rapi pengiriman juga cepat,bagus rapi pengiriman cepat,bagus rapi kirim cepat
Movies and Music,Cover keyboard yamaha black parasut anti debu/tutup keyboard - L,Kab. Tangerang,44000,4.8,395,227,5,respon baik mutu lumayan hrg terjangkau,Positive,Happy,respon baik mutu lumayan hrg terjangkau,respon baik mutu lumayan hrg terjangkau,respon baik mutu lumayan hrg terjangkau,respon baik mutu lumayan hrg jangkau
Movies and Music,Cover keyboard yamaha black parasut anti debu/tutup keyboard - L,Kab. Tangerang,44000,4.8,395,227,5,Rapi dan pas banget,Positive,Happy,rapi dan pas banget,rapi dan pas banget,rapi pas banget,rapi pas banget
Movies and Music,Cover keyboard yamaha black parasut anti debu/tutup keyboard - L,Kab. Tangerang,44000,4.8,395,227,4,Bahannya sama persis kayak sarung motor. Pengiriman cepat. Ya lumayan lah untuk harga segini.,Positive,Happy,bahannya sama persis kayak sarung motor pengiriman cepat ya lumayan lah untuk harga segini,bahannya sama persis kayak sarung motor pengiriman cepat ya lumayan lah untuk harga segini,bahannya persis kayak sarung motor pengiriman cepat ya lumayan untuk harga segini,bahan persis kayak sarung motor kirim cepat ya lumayan untuk harga gin
Movies and Music,Cover keyboard yamaha black parasut anti debu/tutup keyboard - L,Kab. Tangerang,44000,4.8,395,227,4,sesuai pesanan kualitas barang sesuai dengan harga terima kasih,Positive,Happy,sesuai pesanan kualitas barang sesuai dengan harga terima kasih,sesuai pesanan kualitas barang sesuai dengan harga terima kasih,sesuai pesanan kualitas barang sesuai harga terima kasih,sesuai pesan kualitas barang sesuai harga terima kasih
Movies and Music,Cover keyboard yamaha black parasut anti debu/tutup keyboard - L,Kab. Tangerang,44000,4.8,395,227,4,pas dan simpel,Positive,Happy,pas dan simpel,pas dan simpel,pas simpel,pas simpel
Movies and Music,Busa Telur Peredam Suara Ruangan - Busa Peredam - Egg Foam 200x100x2cm,Kab. Tangerang,75000,4.9,1385,242,5,Sesuai deskripsi. Packing Positive.,Positive,Happy,sesuai deskripsi packing positive,sesuai deskripsi packing positive,sesuai deskripsi packing positive,sesuai deskripsi packing positive
Movies and Music,Busa Telur Peredam Suara Ruangan - Busa Peredam - Egg Foam 200x100x2cm,Kab. Tangerang,75000,4.9,1385,242,5,ini pembelian ke 2 tidak mengecewakan... belum di unboxing...makasih banget bang next order lagi...,Positive,Love,ini pembelian ke tidak mengecewakan belum di unboxing makasih banget bang next order lagi,ini pembelian ke tidak mengecewakan belum di unboxing terima kasih banget bang next order lagi,pembelian mengecewakan unboxing terima kasih banget bang next order,beli kecewa unboxing terima kasih banget bang next order
Movies and Music,Busa Telur Peredam Suara Ruangan - Busa Peredam - Egg Foam 200x100x2cm,Kab. Tangerang,75000,4.9,1385,242,5,ya cukup puas makasih ??,Positive,Happy,ya cukup puas makasih,ya cukup puas terima kasih,ya cukup puas terima kasih,ya cukup puas terima kasih
Movies and Music,Busa Telur Peredam Suara Ruangan - Busa Peredam - Egg Foam 200x100x2cm,Kab. Tangerang,75000,4.9,1385,242,4,"aman sampai tujuan dan cepat, tinggal buka packingan blum sy cek, mdh2an tidak ada yg sobek, trims bos...next order lagi",Positive,Love,aman sampai tujuan dan cepat tinggal buka packingan blum sy cek mdh an tidak ada yg sobek trims bos next order lagi,aman sampai tujuan dan cepat tinggal buka packingan belum saya cek mdh an tidak ada yang sobek terima kasih bos next order lagi,aman tujuan cepat tinggal buka packingan cek mdh an sobek terima kasih bos next order,aman tuju cepat tinggal buka packingan cek mdh an sobek terima kasih bos next order
Movies and Music,Busa Telur Peredam Suara Ruangan - Busa Peredam - Egg Foam 200x100x2cm,Kab. Tangerang,75000,4.9,1385,242,5,bagus sekali pengiriman cepat,Positive,Happy,bagus sekali pengiriman cepat,bagus sekali pengiriman cepat,bagus pengiriman cepat,bagus kirim cepat
Movies and Music,Busa Telur Peredam Suara Ruangan - Busa Peredam - Egg Foam 200x100x2cm,Kab. Tangerang,75000,4.9,1385,242,5,barang sdh tiba dengan selamat... Trimakasih ??,Positive,Happy,barang sdh tiba dengan selamat trimakasih,barang sudah tiba dengan selamat trimakasih,barang tiba selamat trimakasih,barang tiba selamat trimakasih
Movies and Music,Stand Book Lubang2 Alat Musik Untuk Partitur Kecil MUSIC STAND Lx049-5 - Hitam,Jakarta Barat,125000,4.9,722,296,5,"besi tebal, sesuai deskripsi & foto",Positive,Happy,besi tebal sesuai deskripsi foto,besi tebal sesuai deskripsi foto,besi tebal sesuai deskripsi foto,besi tebal sesuai deskripsi foto
Movies and Music,Stand Book Lubang2 Alat Musik Untuk Partitur Kecil MUSIC STAND Lx049-5 - Hitam,Jakarta Barat,125000,4.9,722,296,5,"pengiriman cepat, kualitas sangat bagus, gak ada yg cacat packingan sangat kuat dan rapih, kokoh banget,gak nyangka gede banget. tks sukses selalu ????",Positive,Happy,pengiriman cepat kualitas sangat bagus gak ada yg cacat packingan sangat kuat dan rapih kokoh banget gak nyangka gede banget tks sukses selalu,pengiriman cepat kualitas sangat bagus enggak ada yang cacat packingan sangat kuat dan rapi kokoh banget enggak menyangka gede banget tks sukses selalu,pengiriman cepat kualitas bagus cacat packingan kuat rapi kokoh banget menyangka gede banget tks sukses,kirim cepat kualitas bagus cacat packingan kuat rapi kokoh banget sangka gede banget tks sukses
Movies and Music,Stand Book Lubang2 Alat Musik Untuk Partitur Kecil MUSIC STAND Lx049-5 - Hitam,Jakarta Barat,125000,4.9,722,296,5,"mantap, bagus dan teba",Positive,Happy,mantap bagus dan teba,mantap bagus dan teba,mantap bagus teba,mantap bagus teba
Movies and Music,Stand Book Lubang2 Alat Musik Untuk Partitur Kecil MUSIC STAND Lx049-5 - Hitam,Jakarta Barat,125000,4.9,722,296,4,Barangnya mulus..,Positive,Happy,barangnya mulus,barangnya mulus,barangnya mulus,barang mulus
Movies and Music,Stand Book Lubang2 Alat Musik Untuk Partitur Kecil MUSIC STAND Lx049-5 - Hitam,Jakarta Barat,125000,4.9,722,296,4,barang udah nyampe ..makasih broo,Positive,Happy,barang udah nyampe makasih broo,barang sudah sampai terima kasih broo,barang terima kasih broo,barang terima kasih broo
Movies and Music,Stand Book Lubang2 Alat Musik Untuk Partitur Kecil MUSIC STAND Lx049-5 - Hitam,Jakarta Barat,125000,4.9,722,296,5,"barang ok, pengiriman cepat recommended seller",Positive,Love,barang ok pengiriman cepat recommended seller,barang ok pengiriman cepat recommended seller,barang ok pengiriman cepat recommended seller,barang ok kirim cepat recommended seller
Gaming,Logitech F310 Gamepad Joystick Wired untuk PC dan Android TV,Jakarta Pusat,359000,4.9,6133,3413,5,"Joystick berfungsi dengan baik, plug and play. Build quality kokoh, terdeteksi dengan baik di Steam.",Positive,Happy,joystick berfungsi dengan baik plug and play build quality kokoh terdeteksi dengan baik di steam,joystick berfungsi dengan baik plug and play build quality kokoh terdeteksi dengan baik di steam,joystick berfungsi baik plug and play build quality kokoh terdeteksi baik steam,joystick fungsi baik plug and play build quality kokoh deteksi baik steam
Gaming,Logitech F310 Gamepad Joystick Wired untuk PC dan Android TV,Jakarta Pusat,359000,4.9,6133,3413,5,"all Positive, overall feelnya enak dulu sempet punya, aga nyesel juga dulu sempet jual, dri build quality beda lah sama controller dng harga yg sama, better banget feel kerasa kokohnya buat housingnya ????",Positive,Happy,all positive overall feelnya enak dulu sempet punya aga nyesel juga dulu sempet jual dri build quality beda lah sama controller dng harga yg sama better banget feel kerasa kokohnya buat housingnya,all positive overall feelnya enak dulu sempat punya aga menyesal juga dulu sempat jual dari build quality beda lah sama controller dengan harga yang sama better banget feel kerasa kokohnya buat housingnya,all positive overall feelnya enak punya aga menyesal jual build quality beda controller harga better banget feel kerasa kokohnya housingnya,all positive overall feelnya enak punya aga sesal jual build quality beda controller harga better banget feel rasa kokoh housingnya
Gaming,Logitech F310 Gamepad Joystick Wired untuk PC dan Android TV,Jakarta Pusat,359000,4.9,6133,3413,5,Garansi resmi. Packing Bagus. Harganya bersaing. kelengkapan sesuai.,Positive,Happy,garansi resmi packing bagus harganya bersaing kelengkapan sesuai,garansi resmi packing bagus harganya bersaing kelengkapan sesuai,garansi resmi packing bagus harganya bersaing kelengkapan sesuai,garansi resmi packing bagus harga saing lengkap sesuai
Gaming,Logitech F310 Gamepad Joystick Wired untuk PC dan Android TV,Jakarta Pusat,359000,4.9,6133,3413,4,"-1 bintang karena packing ga pake bubble wrap, walaupun sampai dengan selamat & tanpa ccd. Penjual fast respon & proses, barang sesuai dan terdeteksi sebagai xbox controller, colok langsung pakai tanpa perlu config",Positive,Happy,bintang karena packing ga pake bubble wrap walaupun sampai dengan selamat tanpa ccd penjual fast respon proses barang sesuai dan terdeteksi sebagai xbox controller colok langsung pakai tanpa perlu config,bintang karena packing enggak pakai bubble wrap walaupun sampai dengan selamat tanpa ccd penjual fast respon proses barang sesuai dan terdeteksi sebagai xbox controller colok langsung pakai tanpa perlu config,bintang packing pakai bubble wrap selamat ccd penjual fast respon proses barang sesuai terdeteksi xbox controller colok langsung pakai perlu config,bintang packing pakai bubble wrap selamat ccd jual fast respon proses barang sesuai deteksi xbox controller colok langsung pakai perlu config
Gaming,PS5 Dual Sense Controller /PS5 DualSense/ PS5 Controller / Stik PS5 - Asia,Jakarta Utara,970000,5.0,1032,506,5,Cepat sekali pengirimannya. Seller ramah & kualitas barangnya mulus. Recommended,Positive,Love,cepat sekali pengirimannya seller ramah kualitas barangnya mulus recommended,cepat sekali pengirimannya seller ramah kualitas barangnya mulus recommended,cepat pengirimannya seller ramah kualitas barangnya mulus recommended,cepat kirim seller ramah kualitas barang mulus recommended
Gaming,PS5 Dual Sense Controller /PS5 DualSense/ PS5 Controller / Stik PS5 - Asia,Jakarta Utara,970000,5.0,1032,506,5,"Stik berfungsi normal. Sudah coba connect ke PC windows, maupun macOS (bigsur) semua aman. Plug n play di steam dan apple arcade. Packaging rapih, seller fast response.",Positive,Happy,stik berfungsi normal sudah coba connect ke pc windows maupun macos bigsur semua aman plug  play di steam dan apple arcade packaging rapih seller fast response,stik berfungsi normal sudah coba connect ke pc windows maupun macos bigsur semua aman plug play di steam dan apple arcade packaging rapi seller fast response,stik berfungsi normal coba connect pc windows macos bigsur aman plug play steam apple arcade packaging rapi seller fast response,stik fungsi normal coba connect pc windows macos bigsur aman plug play steam apple arcade packaging rapi seller fast response
Gaming,PS5 Dual Sense Controller /PS5 DualSense/ PS5 Controller / Stik PS5 - Asia,Jakarta Utara,970000,5.0,1032,506,5,"barang original beli yg asia dpt reg asia jpn, overall lancar udh seminggu pakai normal. barang bener mulus dan ori bagus. smoga awet terus tingkatkan pelayanan nya gan",Positive,Happy,barang original beli yg asia dpt reg asia jpn overall lancar udh seminggu pakai normal barang bener mulus dan ori bagus smoga awet terus tingkatkan pelayanan nya gan,barang original beli yang asia dapat reg asia jpn overall lancar sudah seminggu pakai normal barang benar mulus dan orisinal bagus semoga awet terus tingkatkan pelayanan nya gan,barang original beli asia reg asia jpn overall lancar seminggu pakai normal barang benar mulus orisinal bagus semoga awet terus tingkatkan pelayanan nya gan,barang original beli asia reg asia jpn overall lancar minggu pakai normal barang benar mulus orisinal bagus moga awet terus tingkat layan nya gan
